employee_id,first_name,last_name,email,gender,age,marital_status,department,job_role,education_field,education_level,business_travel,distance_from_home,hire_date,termination_date,employment_status,salary,salary_hike_percent,performance_rating,previous_employers,years_at_company,years_in_current_role,years_since_last_promotion,years_with_current_manager,stock_option_level,overtime,training_times_last_year,work_life_balance,job_satisfaction,environment_satisfaction,relationship_satisfaction,job_involvement,attrition,salary_band,age_band
112,Kathleen,Le,employee112@company.com,Female,43,Married,Research & Development,Scientist,Life Sciences,Bachelor's,Non-Travel,17,2025-03-05,,Active,94002.29,7.11,4,3,1.3,7,2,6,3,Yes,2,1,4,1,3,4,No,80-100K,35-44
113,William,Ruiz,employee113@company.com,Male,44,Married,Sales,Sales Executive,Marketing,High School,Non-Travel,34,2018-05-22,,Active,96103.45,13.11,3,7,8.1,7,2,1,2,Yes,6,1,1,3,1,2,No,80-100K,35-44
114,Jeremy,Alvarado,employee114@company.com,Male,43,Divorced,Marketing,Marketing Manager,Technical Degree,High School,Non-Travel,26,2022-09-10,,Active,131348.63,16.48,2,6,3.8,6,0,3,3,No,3,1,2,2,3,1,No,100K+,35-44
115,Michael,Medina,employee115@company.com,Male,45,Married,IT,Software Engineer,Medical,High School,Non-Travel,17,2016-12-17,,Active,93114.59,17.43,3,5,9.6,6,4,6,0,No,2,4,2,3,1,2,No,80-100K,35-44
116,Nathan,Brown,employee116@company.com,Male,33,Married,Human Resources,HR Executive,Other,Master's,Travel_Frequently,25,2020-04-16,,Active,90923.21,11.62,2,6,6.2,6,1,7,1,Yes,3,3,2,2,3,4,No,80-100K,25-34
117,Stephen,Espinoza,employee117@company.com,Male,53,Single,IT,Software Engineer,Medical,High School,Travel_Frequently,33,2020-04-28,,Active,101879.32,17.02,3,7,6.2,6,5,7,3,Yes,0,1,2,3,1,3,No,100K+,45-54
118,Karen,Hamilton,employee118@company.com,Female,58,Divorced,Research & Development,Lab Technician,Technical Degree,Bachelor's,Travel_Frequently,8,2024-04-26,,Active,88869.83,8.16,3,5,2.2,8,6,0,3,Yes,3,1,2,3,1,4,No,80-100K,55+
119,Kathryn,Long,employee119@company.com,Male,50,Single,Human Resources,Recruiter,Medical,Master's,Travel_Frequently,38,2021-10-17,,Active,117142.34,17.85,4,6,4.7,2,4,2,1,Yes,6,1,3,3,2,3,No,100K+,45-54
120,Priscilla,Jenkins,employee120@company.com,Female,54,Divorced,Marketing,Content Writer,Life Sciences,Master's,Travel_Rarely,4,2025-06-04,,Active,114479.0,24.83,4,2,1.1,2,1,2,2,Yes,6,4,4,2,3,4,No,100K+,45-54
121,Jennifer,Goodwin,employee121@company.com,Male,47,Divorced,Finance,Auditor,Other,PhD,Travel_Frequently,24,2021-04-22,2023-02-06,Terminated,109465.48,12.46,3,0,5.2,1,5,7,2,Yes,6,4,2,4,2,4,Yes,100K+,45-54
122,Diane,Huber,employee122@company.com,Female,57,Divorced,Human Resources,Recruiter,Medical,High School,Travel_Rarely,44,2020-05-11,,Active,91959.19,19.53,1,7,6.2,0,0,2,3,No,0,4,2,2,3,2,No,80-100K,55+
123,Kelly,Moran,employee123@company.com,Female,38,Single,Operations,Supply Chain Coordinator,Marketing,Master's,Non-Travel,26,2022-02-07,2023-03-01,Terminated,111441.91,16.39,4,3,4.4,6,5,1,0,Yes,1,4,1,2,2,4,Yes,100K+,35-44
124,Kevin,Brennan,employee124@company.com,Male,49,Divorced,Sales,Sales Executive,Medical,High School,Non-Travel,15,2017-01-17,,Active,78172.23,10.81,4,1,9.5,1,2,5,2,Yes,3,2,2,1,1,2,No,60-80K,45-54
125,Jesus,Gonzalez,employee125@company.com,Male,48,Divorced,Finance,Finance Manager,Other,High School,Non-Travel,6,2016-11-20,,Active,107202.86,22.62,2,1,9.6,6,2,6,2,Yes,1,3,1,2,3,1,No,100K+,45-54
126,Joseph,Everett,employee126@company.com,Male,47,Married,Operations,Supply Chain Coordinator,Other,Bachelor's,Non-Travel,32,2020-03-18,,Active,130456.83,10.88,3,1,6.3,8,0,5,2,Yes,3,4,3,2,4,1,No,100K+,45-54
127,Carolyn,Sanders,employee127@company.com,Male,24,Single,Sales,Sales Executive,Technical Degree,PhD,Travel_Frequently,46,2019-03-26,2019-07-21,Terminated,64341.96,13.52,3,6,7.3,1,5,8,1,No,0,3,1,2,2,3,Yes,60-80K,<25
128,Christopher,Michael,employee128@company.com,Female,37,Single,Finance,Accountant,Medical,Bachelor's,Travel_Rarely,8,2018-01-17,,Active,81105.53,12.43,4,4,8.5,2,0,0,1,Yes,1,4,3,3,2,3,No,80-100K,35-44
129,Douglas,Hanna,employee129@company.com,Male,23,Married,Research & Development,Lab Technician,Technical Degree,PhD,Travel_Frequently,5,2024-06-23,,Active,79894.77,8.05,5,1,2.0,7,3,8,2,Yes,3,2,3,2,3,1,No,60-80K,<25
130,Stephen,Simpson,employee130@company.com,Male,24,Single,IT,Software Engineer,Medical,Bachelor's,Travel_Rarely,24,2019-11-18,,Active,71647.87,10.81,2,0,6.6,8,6,6,1,No,1,4,3,3,1,3,No,60-80K,<25
131,Amy,Rogers,employee131@company.com,Male,47,Single,Sales,Sales Executive,Technical Degree,PhD,Travel_Rarely,21,2021-05-26,,Active,74340.05,3.99,3,5,5.1,3,2,4,1,No,2,4,2,2,2,1,No,60-80K,45-54
132,Jason,Ayala,employee132@company.com,Female,62,Divorced,Finance,Accountant,Life Sciences,PhD,Non-Travel,49,2020-07-26,,Active,110628.44,17.12,4,4,5.9,1,1,8,1,No,3,1,2,3,1,1,No,100K+,55+
133,Austin,Smith,employee133@company.com,Female,51,Divorced,Research & Development,R&D Manager,Life Sciences,Bachelor's,Travel_Frequently,9,2017-12-18,,Active,84865.44,16.66,3,0,8.6,6,5,2,1,No,2,3,4,3,3,4,No,80-100K,45-54
134,Maria,Reid,employee134@company.com,Male,30,Divorced,Human Resources,HR Manager,Life Sciences,Master's,Non-Travel,11,2024-10-22,2025-01-28,Terminated,91103.89,12.34,3,1,1.7,8,2,3,3,No,3,3,1,1,2,3,Yes,80-100K,25-34
135,Daniel,Richards,employee135@company.com,Female,31,Single,Operations,Operations Analyst,Other,Master's,Travel_Rarely,26,2016-07-06,,Active,71008.64,13.81,4,4,10.0,2,0,6,3,Yes,0,4,1,2,1,1,No,60-80K,25-34
136,Crystal,Morse,employee136@company.com,Female,45,Divorced,Sales,Sales Representative,Other,Bachelor's,Travel_Frequently,38,2018-10-09,2023-04-29,Terminated,119249.02,7.95,4,0,7.7,1,1,7,1,Yes,6,3,1,1,4,1,Yes,100K+,35-44
137,Brenda,Schmidt,employee137@company.com,Female,53,Single,Research & Development,R&D Manager,Technical Degree,High School,Non-Travel,23,2019-12-31,,Active,90651.2,6.94,2,4,6.5,7,1,0,1,No,3,4,4,1,1,3,No,80-100K,45-54
138,Deanna,Booker,employee138@company.com,Male,62,Divorced,Finance,Financial Analyst,Life Sciences,High School,Travel_Frequently,23,2025-05-08,,Active,104769.08,13.03,4,5,1.2,8,2,6,2,Yes,0,3,2,1,3,1,No,100K+,55+
139,Jennifer,Garrett,employee139@company.com,Male,32,Single,Operations,Logistics Executive,Medical,Master's,Travel_Rarely,35,2019-12-16,,Active,97802.76,20.77,5,0,6.6,3,4,6,2,Yes,1,2,3,3,1,3,No,80-100K,25-34
140,Robert,Mckinney,employee140@company.com,Male,53,Divorced,IT,System Analyst,Marketing,Master's,Travel_Rarely,3,2023-09-03,,Active,83937.04,4.08,3,3,2.8,0,4,7,0,No,4,2,2,3,2,3,No,80-100K,45-54
141,Virginia,Boyd,employee141@company.com,Male,29,Divorced,Sales,Sales Executive,Marketing,Bachelor's,Travel_Rarely,46,2018-01-19,2024-04-01,Terminated,86611.9,23.66,3,1,8.5,5,2,5,1,Yes,5,4,4,3,2,3,Yes,80-100K,25-34
142,Christian,Watson,employee142@company.com,Female,30,Single,Research & Development,Research Director,Other,Bachelor's,Travel_Frequently,37,2019-08-28,,Active,103607.14,11.01,5,0,6.9,2,4,5,1,Yes,3,2,3,1,2,3,No,100K+,25-34
143,Haley,Horne,employee143@company.com,Male,62,Divorced,Human Resources,HR Manager,Marketing,High School,Non-Travel,17,2019-08-05,,Active,85487.75,6.82,4,5,6.9,4,6,1,0,Yes,3,4,4,2,4,4,No,80-100K,55+
144,Angela,Marshall,employee144@company.com,Male,52,Divorced,Finance,Finance Manager,Other,Master's,Non-Travel,29,2018-02-20,,Active,104369.51,3.7,4,4,8.4,0,2,4,0,Yes,2,2,4,2,1,1,No,100K+,45-54
145,Ryan,Wise,employee145@company.com,Female,32,Divorced,Human Resources,HR Coordinator,Technical Degree,Master's,Non-Travel,7,2016-10-27,,Active,89498.24,9.62,5,6,9.7,8,5,8,2,No,2,2,1,1,4,4,No,80-100K,25-34
146,Amy,Myers,employee146@company.com,Female,27,Married,Research & Development,Scientist,Other,High School,Non-Travel,7,2021-11-06,,Active,93327.34,2.59,2,4,4.7,1,3,1,2,No,3,4,3,1,4,2,No,80-100K,25-34
147,Chad,Koch,employee147@company.com,Female,24,Married,Human Resources,HR Coordinator,Technical Degree,High School,Travel_Rarely,15,2021-03-02,,Active,60645.74,21.25,3,2,5.3,1,0,5,3,Yes,4,1,4,4,4,2,No,60-80K,<25
148,Julie,Lee,employee148@company.com,Male,54,Divorced,Finance,Finance Manager,Human Resources,Master's,Non-Travel,49,2019-10-18,2025-06-11,Terminated,83393.15,12.33,5,2,6.7,3,6,3,1,Yes,3,1,4,2,2,3,Yes,80-100K,45-54
149,Julie,Ellis,employee149@company.com,Female,57,Married,Human Resources,HR Executive,Marketing,High School,Non-Travel,45,2019-04-17,2022-08-20,Terminated,113429.12,16.33,3,6,7.2,1,3,2,1,Yes,0,1,3,3,4,3,Yes,100K+,55+
150,Steven,Garza,employee150@company.com,Female,24,Single,Finance,Auditor,Marketing,High School,Non-Travel,40,2023-05-20,,Active,83654.77,16.0,4,0,3.1,6,2,3,0,No,2,3,1,3,3,3,No,80-100K,<25
151,Timothy,Camacho,employee151@company.com,Male,36,Single,Human Resources,HR Coordinator,Marketing,High School,Travel_Rarely,18,2023-05-14,,Active,92557.39,18.76,4,1,3.1,3,3,3,3,No,6,3,1,2,1,3,No,80-100K,35-44
152,Kim,Jennings,employee152@company.com,Male,33,Single,Marketing,SEO Specialist,Medical,Bachelor's,Non-Travel,3,2023-02-08,2024-09-05,Terminated,91596.72,12.5,5,3,3.4,4,2,7,3,Yes,5,1,2,3,4,4,Yes,80-100K,25-34
153,Anthony,Jenkins,employee153@company.com,Female,44,Single,Research & Development,R&D Manager,Marketing,Bachelor's,Travel_Rarely,2,2018-09-28,,Active,84999.63,10.89,2,3,7.8,3,5,3,1,No,5,4,1,1,4,2,No,80-100K,35-44
154,Matthew,Riddle,employee154@company.com,Male,36,Married,Marketing,Marketing Manager,Human Resources,PhD,Travel_Frequently,46,2016-12-22,,Active,92283.81,16.78,3,6,9.5,5,3,4,1,No,2,4,1,1,3,3,No,80-100K,35-44
155,Charles,Jordan,employee155@company.com,Female,39,Divorced,Human Resources,HR Executive,Marketing,PhD,Travel_Rarely,42,2017-07-30,,Active,95596.09,18.36,4,4,8.9,3,1,8,1,Yes,6,4,3,2,1,4,No,80-100K,35-44
156,Diana,Brown,employee156@company.com,Female,46,Divorced,Human Resources,Recruiter,Life Sciences,Master's,Travel_Rarely,47,2023-12-16,,Active,86084.73,18.41,4,7,2.6,5,4,4,1,Yes,2,1,4,2,3,2,No,80-100K,45-54
157,Brittany,Benson,employee157@company.com,Male,44,Single,Marketing,Content Writer,Other,PhD,Travel_Rarely,22,2024-07-13,,Active,123186.62,10.55,3,7,2.0,1,3,0,0,No,1,1,4,3,4,1,No,100K+,35-44
158,Nicole,Stewart,employee158@company.com,Male,43,Married,Operations,Operations Manager,Human Resources,High School,Non-Travel,21,2017-11-14,2021-12-07,Terminated,101507.49,21.84,2,1,8.6,7,2,2,2,Yes,0,4,3,2,2,2,Yes,100K+,35-44
159,Samantha,Ochoa,employee159@company.com,Female,62,Married,Finance,Accountant,Technical Degree,High School,Travel_Rarely,25,2024-03-20,2025-10-28,Terminated,91730.45,2.11,3,5,2.3,0,2,8,1,Yes,5,1,2,2,3,3,Yes,80-100K,55+
160,Steven,Warner,employee160@company.com,Female,32,Single,Research & Development,Scientist,Life Sciences,PhD,Travel_Rarely,30,2019-06-12,,Active,95448.3,18.74,3,5,7.1,6,5,2,2,No,2,2,2,4,1,2,No,80-100K,25-34
161,Kevin,Williamson,employee161@company.com,Male,59,Divorced,Research & Development,Research Director,Medical,Bachelor's,Travel_Rarely,46,2021-09-03,,Active,92579.77,16.96,1,4,4.8,8,4,0,0,Yes,5,1,1,1,4,4,No,80-100K,55+
162,Debra,Henry,employee162@company.com,Female,31,Single,Finance,Accountant,Other,Bachelor's,Travel_Rarely,27,2023-10-07,,Active,96606.27,17.22,4,4,2.7,2,3,1,0,No,0,1,4,2,2,3,No,80-100K,25-34
163,Christina,Wilkins,employee163@company.com,Female,40,Single,Operations,Operations Manager,Life Sciences,High School,Non-Travel,45,2021-02-21,,Active,109378.93,23.46,3,0,5.4,0,5,1,0,No,1,1,1,1,3,2,No,100K+,35-44
164,Cody,Cameron,employee164@company.com,Male,28,Single,Finance,Finance Manager,Life Sciences,PhD,Travel_Rarely,44,2021-11-23,,Active,70089.77,9.19,4,1,4.6,0,0,2,1,No,2,4,3,1,3,3,No,60-80K,25-34
165,Amy,Obrien,employee165@company.com,Female,39,Married,Research & Development,Scientist,Other,High School,Travel_Rarely,42,2025-03-29,,Active,105650.64,22.38,2,2,1.3,0,6,2,0,No,4,4,4,2,4,3,No,100K+,35-44
166,Melissa,Black,employee166@company.com,Male,52,Married,IT,Software Engineer,Life Sciences,High School,Travel_Rarely,3,2018-10-28,,Active,107791.71,3.46,4,0,7.7,8,6,3,2,Yes,3,2,4,3,4,2,No,100K+,45-54
167,Edwin,Hooper,employee167@company.com,Male,54,Married,Operations,Operations Analyst,Technical Degree,Master's,Non-Travel,49,2023-11-26,2024-02-01,Terminated,115530.9,13.31,3,4,2.6,0,4,3,3,No,6,2,1,4,4,4,Yes,100K+,45-54
168,Kari,Bonilla,employee168@company.com,Male,53,Divorced,Sales,Account Executive,Other,Bachelor's,Non-Travel,26,2023-10-03,,Active,130851.89,11.48,3,0,2.8,1,6,4,1,No,2,3,1,2,4,3,No,100K+,45-54
169,Blake,Evans,employee169@company.com,Female,50,Single,IT,Network Administrator,Life Sciences,Master's,Non-Travel,22,2020-03-07,,Active,96319.18,10.17,4,4,6.3,8,4,5,0,Yes,1,4,2,4,1,3,No,80-100K,45-54
170,James,Washington,employee170@company.com,Female,35,Married,IT,System Analyst,Medical,PhD,Non-Travel,49,2019-07-14,,Active,76693.96,11.53,5,1,7.0,7,3,8,1,No,0,1,4,4,2,2,No,60-80K,25-34
171,Julia,Jones,employee171@company.com,Female,54,Married,Marketing,Marketing Manager,Technical Degree,Master's,Travel_Rarely,26,2024-06-11,2025-05-27,Terminated,89857.28,24.16,5,7,2.1,2,1,6,2,No,5,2,2,2,3,3,Yes,80-100K,45-54
172,Tiffany,Sanchez,employee172@company.com,Male,54,Divorced,Marketing,Marketing Manager,Other,PhD,Travel_Frequently,8,2021-08-03,,Active,90962.85,19.5,3,6,4.9,8,2,6,0,Yes,0,4,2,1,1,2,No,80-100K,45-54
173,William,Arnold,employee173@company.com,Female,31,Single,Human Resources,HR Manager,Other,PhD,Non-Travel,49,2021-04-21,,Active,83643.47,14.45,3,7,5.2,1,4,8,1,No,1,3,1,4,4,4,No,80-100K,25-34
174,Rhonda,Rogers,employee174@company.com,Male,22,Divorced,Operations,Supply Chain Coordinator,Marketing,Master's,Travel_Frequently,50,2019-12-13,,Active,82717.28,21.79,3,3,6.6,5,6,8,1,Yes,2,4,2,1,2,2,No,80-100K,<25
175,Mary,Potts,employee175@company.com,Female,39,Divorced,Marketing,Marketing Associate,Marketing,Master's,Non-Travel,38,2017-04-14,,Active,95350.36,21.46,1,7,9.2,2,0,2,2,Yes,6,3,4,3,1,3,No,80-100K,35-44
176,Robert,Stark,employee176@company.com,Male,54,Single,IT,System Analyst,Technical Degree,High School,Non-Travel,23,2023-09-19,,Active,115607.75,7.09,3,5,2.8,5,2,4,1,No,4,1,1,3,4,2,No,100K+,45-54
177,Eric,Brown,employee177@company.com,Female,46,Single,Marketing,Marketing Manager,Technical Degree,PhD,Travel_Frequently,47,2019-12-11,,Active,96995.03,8.51,5,5,6.6,8,6,8,3,No,0,3,2,3,1,1,No,80-100K,45-54
178,Hayley,Serrano,employee178@company.com,Male,62,Single,Research & Development,Scientist,Other,High School,Non-Travel,14,2025-03-10,,Active,131403.01,14.37,4,6,1.3,1,5,2,0,No,5,3,1,1,1,1,No,100K+,55+
179,Juan,Dixon,employee179@company.com,Male,38,Married,Research & Development,Lab Technician,Technical Degree,High School,Travel_Frequently,26,2021-11-17,,Active,86430.15,11.96,1,1,4.6,8,0,1,0,Yes,2,1,3,3,1,3,No,80-100K,35-44
180,Daniel,Lang,employee180@company.com,Male,52,Single,Operations,Logistics Executive,Human Resources,Master's,Non-Travel,48,2020-07-12,,Active,142402.54,10.99,4,4,6.0,2,2,5,0,Yes,0,1,1,4,1,3,No,100K+,45-54
181,Jeffrey,Avila,employee181@company.com,Male,32,Single,Research & Development,Lab Technician,Medical,PhD,Non-Travel,8,2024-03-12,,Active,94985.01,6.17,4,0,2.3,8,3,8,0,No,5,1,3,1,2,4,No,80-100K,25-34
182,Luis,Ray,employee182@company.com,Male,28,Married,Human Resources,Recruiter,Human Resources,Bachelor's,Non-Travel,21,2021-12-02,2024-12-21,Terminated,69542.64,13.17,3,4,4.6,2,4,5,2,No,1,1,3,2,2,4,Yes,60-80K,25-34
183,Michael,Copeland,employee183@company.com,Female,52,Married,Human Resources,Recruiter,Technical Degree,PhD,Travel_Rarely,32,2017-03-13,2025-03-25,Terminated,85536.61,14.69,2,1,9.3,4,6,2,1,No,5,1,1,1,1,4,Yes,80-100K,45-54
184,Natalie,Lopez,employee184@company.com,Female,56,Divorced,Operations,Operations Manager,Technical Degree,Master's,Travel_Rarely,26,2020-04-21,,Active,112037.09,7.14,4,4,6.2,2,3,8,0,No,2,1,2,2,2,4,No,100K+,55+
185,Scott,Lee,employee185@company.com,Male,52,Married,Research & Development,Research Director,Life Sciences,Master's,Travel_Rarely,15,2023-01-03,,Active,98248.06,3.45,3,0,3.5,3,4,5,3,No,3,1,1,3,1,3,No,80-100K,45-54
186,David,Johnson,employee186@company.com,Male,46,Divorced,Operations,Supply Chain Coordinator,Technical Degree,PhD,Travel_Frequently,42,2016-09-05,,Active,107510.01,22.66,2,4,9.8,6,1,8,3,No,6,3,4,4,1,2,No,100K+,45-54
187,Judy,Sanders,employee187@company.com,Female,35,Single,Finance,Financial Analyst,Medical,Master's,Travel_Rarely,39,2025-06-30,,Active,95098.56,18.5,2,3,1.0,6,6,5,0,No,5,4,4,2,2,4,No,80-100K,25-34
188,Cindy,West,employee188@company.com,Male,30,Divorced,Sales,Sales Representative,Human Resources,Bachelor's,Travel_Frequently,10,2021-05-10,2025-08-09,Terminated,82907.57,3.29,3,2,5.2,8,3,0,2,Yes,1,4,4,4,2,2,Yes,80-100K,25-34
189,Maria,Haynes,employee189@company.com,Male,61,Divorced,Operations,Logistics Executive,Human Resources,PhD,Non-Travel,47,2017-03-02,,Active,96098.09,17.77,5,1,9.4,3,3,6,1,Yes,0,2,4,2,1,2,No,80-100K,55+
190,Gary,Arnold,employee190@company.com,Male,27,Married,Finance,Accountant,Other,Master's,Travel_Frequently,35,2018-10-04,,Active,58877.29,21.03,4,6,7.8,8,3,5,0,No,1,4,4,3,1,4,No,40-60K,25-34
191,Brian,Duarte,employee191@company.com,Male,27,Married,Research & Development,Lab Technician,Human Resources,High School,Travel_Rarely,13,2018-01-02,,Active,74902.28,2.13,4,0,8.5,8,0,8,0,No,5,2,3,4,3,1,No,60-80K,25-34
192,Douglas,Cooper,employee192@company.com,Female,38,Divorced,Research & Development,R&D Manager,Technical Degree,PhD,Travel_Frequently,18,2018-01-20,,Active,103245.98,24.81,3,3,8.5,6,4,8,3,Yes,2,4,3,3,3,4,No,100K+,35-44
193,Courtney,Bright,employee193@company.com,Male,36,Married,Marketing,Marketing Manager,Other,Master's,Non-Travel,14,2018-06-15,,Active,92011.41,13.69,4,0,8.1,2,3,0,0,Yes,3,4,1,1,3,2,No,80-100K,35-44
194,Katrina,Howard,employee194@company.com,Female,47,Divorced,Human Resources,HR Executive,Other,PhD,Travel_Frequently,39,2023-11-28,,Active,78913.92,3.32,4,2,2.6,7,3,0,1,No,1,1,2,2,1,3,No,60-80K,45-54
195,Jennifer,Jimenez,employee195@company.com,Male,39,Married,Research & Development,Scientist,Marketing,High School,Travel_Rarely,38,2022-04-04,,Active,93797.71,6.61,1,1,4.3,1,4,4,2,No,6,3,2,2,4,4,No,80-100K,35-44
196,Andrea,Lawrence,employee196@company.com,Female,54,Single,IT,Software Engineer,Human Resources,Bachelor's,Travel_Frequently,19,2017-07-30,,Active,108979.76,9.82,2,4,8.9,8,6,4,3,No,4,4,2,3,4,4,No,100K+,45-54
197,Emily,Middleton,employee197@company.com,Female,26,Married,IT,Software Engineer,Other,Master's,Travel_Frequently,45,2019-10-02,,Active,67542.14,7.29,3,5,6.8,8,4,0,2,Yes,2,1,4,3,1,2,No,60-80K,25-34
198,Kathryn,Smith,employee198@company.com,Female,33,Divorced,Finance,Finance Manager,Other,Master's,Travel_Rarely,48,2023-09-05,,Active,88705.88,6.59,4,4,2.8,3,1,3,1,No,1,1,1,1,4,1,No,80-100K,25-34
199,Katherine,Scott,employee199@company.com,Female,61,Married,Operations,Operations Analyst,Technical Degree,PhD,Travel_Rarely,12,2021-02-20,,Active,109673.13,24.64,5,4,5.4,6,1,2,0,No,3,1,3,4,2,4,No,100K+,55+
200,Dustin,Long,employee200@company.com,Male,22,Divorced,Sales,Account Executive,Medical,High School,Travel_Frequently,7,2016-09-01,,Active,60455.45,9.49,4,4,9.8,2,4,4,1,No,3,3,3,2,4,4,No,60-80K,<25
201,Christopher,Williams,employee201@company.com,Female,45,Married,Research & Development,R&D Manager,Marketing,High School,Non-Travel,37,2022-12-07,,Active,101366.81,5.02,3,3,3.6,1,5,4,1,No,6,4,2,2,2,4,No,100K+,35-44
202,Robert,Chambers,employee202@company.com,Female,30,Divorced,Operations,Operations Analyst,Human Resources,PhD,Travel_Rarely,20,2019-12-07,,Active,92411.77,7.77,4,0,6.6,6,0,2,0,Yes,6,3,4,1,4,3,No,80-100K,25-34
203,Sonia,Li,employee203@company.com,Female,44,Single,Human Resources,Recruiter,Technical Degree,Bachelor's,Travel_Rarely,44,2023-02-06,,Active,111445.77,24.15,2,2,3.4,4,2,5,3,No,0,4,3,4,2,2,No,100K+,35-44
204,Jonathan,Johnson,employee204@company.com,Female,26,Single,Marketing,Content Writer,Medical,PhD,Non-Travel,21,2022-07-14,,Active,96607.03,9.29,3,4,4.0,6,2,7,2,No,3,2,2,1,2,2,No,80-100K,25-34
205,Crystal,Morris,employee205@company.com,Male,35,Single,Marketing,Content Writer,Technical Degree,Bachelor's,Non-Travel,5,2022-01-12,,Active,67334.96,23.55,3,0,4.5,0,6,6,0,Yes,2,2,1,4,3,2,No,60-80K,25-34
206,Roy,Santana,employee206@company.com,Male,30,Divorced,Research & Development,Lab Technician,Medical,Bachelor's,Non-Travel,43,2019-11-20,,Active,69932.62,10.21,5,7,6.6,7,6,8,2,No,1,2,4,4,3,3,No,60-80K,25-34
207,Ashley,Mcdowell,employee207@company.com,Female,41,Married,Finance,Financial Analyst,Technical Degree,PhD,Non-Travel,20,2020-02-17,,Active,100525.53,2.24,3,2,6.4,5,2,7,0,No,6,4,3,1,4,3,No,100K+,35-44
208,Elizabeth,Rodriguez,employee208@company.com,Female,34,Married,IT,System Analyst,Human Resources,High School,Travel_Rarely,16,2023-02-15,,Active,94906.79,5.76,4,6,3.4,6,1,4,0,No,5,2,3,3,3,4,No,80-100K,25-34
209,Dalton,Herrera,employee209@company.com,Female,29,Divorced,Research & Development,Scientist,Technical Degree,High School,Travel_Rarely,45,2022-10-22,,Active,90925.72,16.32,2,0,3.7,2,0,8,0,Yes,0,3,3,2,4,1,No,80-100K,25-34
210,Michelle,Crawford,employee210@company.com,Female,35,Married,Research & Development,Scientist,Technical Degree,PhD,Travel_Rarely,24,2018-11-02,2025-09-04,Terminated,145790.97,12.66,4,5,7.7,1,6,2,0,No,6,4,1,4,2,2,Yes,100K+,25-34
211,Cindy,Anderson,employee211@company.com,Male,29,Divorced,Operations,Supply Chain Coordinator,Medical,High School,Travel_Rarely,16,2020-10-14,,Active,91763.36,18.97,1,7,5.7,1,4,3,3,No,5,3,3,2,1,1,No,80-100K,25-34
212,Keith,Walker,employee212@company.com,Male,45,Single,Human Resources,HR Coordinator,Other,Master's,Non-Travel,16,2020-03-08,,Active,113033.48,16.56,3,2,6.3,4,4,1,3,Yes,0,1,4,2,3,1,No,100K+,35-44
213,Angie,Callahan,employee213@company.com,Female,62,Single,Research & Development,Research Director,Life Sciences,PhD,Travel_Frequently,10,2023-02-01,,Active,123910.03,18.13,4,2,3.4,7,1,5,2,No,5,2,1,4,3,2,No,100K+,55+
214,Michael,Smith,employee214@company.com,Female,57,Married,Human Resources,HR Executive,Human Resources,High School,Non-Travel,37,2019-08-31,,Active,115370.87,6.29,3,7,6.9,4,6,8,1,Yes,4,2,4,3,3,3,No,100K+,55+
215,Susan,Thompson,employee215@company.com,Female,33,Single,Finance,Accountant,Human Resources,PhD,Travel_Frequently,16,2021-07-07,,Active,81670.96,9.38,2,6,5.0,3,4,7,1,No,2,4,3,1,1,1,No,80-100K,25-34
216,Amy,Brown,employee216@company.com,Male,34,Single,Sales,Sales Representative,Technical Degree,Master's,Non-Travel,3,2017-09-18,,Active,98584.54,15.13,4,7,8.8,8,4,4,0,No,1,1,1,2,4,1,No,80-100K,25-34
217,Margaret,Sutton,employee217@company.com,Female,45,Divorced,Finance,Accountant,Life Sciences,PhD,Travel_Frequently,3,2024-06-18,,Active,84407.62,18.89,4,1,2.0,3,4,1,0,Yes,4,4,2,2,2,2,No,80-100K,35-44
218,Melinda,Sanchez,employee218@company.com,Female,51,Divorced,IT,Network Administrator,Other,High School,Non-Travel,11,2018-04-16,,Active,97247.72,20.23,3,5,8.2,2,4,7,2,No,4,3,3,4,4,3,No,80-100K,45-54
219,Traci,Lee,employee219@company.com,Male,46,Divorced,IT,System Analyst,Other,PhD,Travel_Rarely,29,2018-09-07,,Active,89519.55,12.29,3,0,7.8,4,4,0,1,No,0,3,2,2,3,1,No,80-100K,45-54
220,Joseph,Evans,employee220@company.com,Male,28,Single,Operations,Supply Chain Coordinator,Technical Degree,PhD,Non-Travel,9,2019-09-05,,Active,83628.11,8.09,4,3,6.8,3,2,4,0,No,4,2,1,3,4,2,No,80-100K,25-34
221,Elizabeth,Pugh,employee221@company.com,Female,24,Divorced,Finance,Accountant,Human Resources,High School,Non-Travel,50,2018-12-30,,Active,113919.88,3.29,4,5,7.5,6,3,1,1,Yes,5,4,1,3,1,3,No,100K+,<25
222,Heidi,Flynn,employee222@company.com,Male,31,Single,IT,System Analyst,Other,High School,Travel_Rarely,49,2024-12-05,,Active,56791.02,15.69,3,3,1.6,6,2,6,1,Yes,2,1,4,1,4,3,No,40-60K,25-34
223,Andrea,Martinez,employee223@company.com,Male,30,Married,Sales,Account Executive,Human Resources,Master's,Travel_Rarely,26,2024-11-26,,Active,94293.9,17.0,2,3,1.6,3,0,4,3,No,5,1,1,4,4,3,No,80-100K,25-34
